302	0.004778279
306	0.004277457
310	0.003825493
314	0.00341956
318	0.003050757
322	0.002721868
326	0.002612421
330	0.002331421
334	0.002091009
338	0.001976668
342	0.001864014
346	0.001700772
350	0.001539808
354	0.00143745
358	0.001424919
362	0.001451458
366	0.001484452
370	0.001481583
374	0.001437323
378	0.001408
382	0.001420489
386	0.001487954
390	0.001562044
394	0.001605966
398	0.001735159
400	0.001790093
402	0.001863086
404	0.002059365
406	0.001856968
408	0.002171934
410	0.002182988
412	0.0020662
414	0.00203869
416	0.002432387
418	0.003111978
420	0.007776043
422	0.016196785
424	0.021454791
426	0.023258512
428	0.025261803
430	0.026333066
432	0.028400489
434	0.031410067
436	0.03422556
438	0.03759335
440	0.0402194
442	0.043386355
444	0.046360913
446	0.048917767
448	0.051651829
450	0.054668579
452	0.058482764
454	0.063955107
456	0.070389435
458	0.077650732
460	0.087865491
462	0.102206658
464	0.116336863
466	0.129488207
468	0.150090713
470	0.179165436
472	0.201337496
474	0.223640353
476	0.245740686
478	0.258200076
480	0.263744146
482	0.26602675
484	0.271347201
486	0.282118898
488	0.290384372
490	0.297021223
492	0.317695456
494	0.348943083
496	0.375752078
498	0.405641112
500	0.442555166
502	0.473482132
504	0.525589638
506	0.555841526
508	0.579131682
510	0.627948188
512	0.664697692
514	0.722332391
516	0.764735665
518	0.804101093
520	0.844352559
522	0.882241256
524	0.913843298
526	0.936247416
528	0.959410995
530	0.983629383
532	1
534	0.999831231
536	0.988312729
538	0.981055652
540	0.98704696
542	0.994936922
544	0.98978946
546	0.972617189
548	0.963672419
550	0.967047804
552	0.971013881
556	0.947006455
558	0.928821569
560	0.910256951
562	0.88797941
564	0.865026792
566	0.840091135
568	0.816168094
570	0.788236783
572	0.761022742
574	0.730011392
576	0.699084427
578	0.664613307
580	0.634108265
582	0.600270031
584	0.563689296
586	0.51778406
588	0.484156787
590	0.451626514
592	0.411113455
594	0.36668495
596	0.320340914
598	0.282118898
600	0.245706932
602	0.209953167
604	0.177321632
606	0.14648749
608	0.123834437
610	0.102957681
612	0.086017468
614	0.073169908
616	0.062225223
618	0.053356398
620	0.046289186
622	0.041563225
624	0.038177292
626	0.035226362
628	0.032376693
630	0.030164972
632	0.028454496
634	0.027294207
636	0.025924645
638	0.024493059
640	0.022967385
642	0.021941268
644	0.02121978
646	0.02060124
648	0.019631239
650	0.018918611
652	0.01848614
654	0.018313151
656	0.018578541
658	0.019115649
660	0.019769208
662	0.020690266
664	0.021792751
666	0.023381292
668	0.025644909
670	0.028686553
672	0.03207544
674	0.035455888
676	0.039391587
678	0.044175351
680	0.038010632
682	0.013272436
684	0.002315345
686	0.000659255
688	0.000394903
690	0.000202865
692	0.00030805
694	0.000285828
696	0.000315113
698	0.000229762
700	0.000239969
702	7.30E-05
704	9.59E-05
706	7.69E-05
708	2.24E-05
710	6.87E-05
714	4.64E-05
718	4.14E-05
722	3.77E-05
726	3.55E-05
730	3.35E-05
734	3.54E-05
738	3.13E-05
742	3.01E-05
746	3.01E-05
750	3.05E-05
754	3.09E-05
758	3.13E-05
762	3.18E-05
766	3.20E-05
770	3.28E-05
774	3.38E-05
778	3.49E-05
782	3.56E-05
786	3.57E-05
790	3.59E-05
794	3.57E-05
798	3.53E-05
802	3.53E-05
806	3.49E-05
810	3.37E-05
814	3.27E-05
818	3.19E-05
822	3.15E-05
826	3.07E-05
830	3.04E-05
834	3.06E-05
838	3.10E-05
842	3.15E-05
846	3.20E-05
850	3.07E-05
854	3.06E-05
858	3.19E-05
862	3.26E-05
866	3.21E-05
870	3.22E-05
874	3.16E-05
878	3.06E-05
882	2.93E-05
886	2.86E-05
890	2.80E-05
894	2.74E-05
898	2.63E-05
902	2.53E-05
906	2.45E-05
910	2.38E-05
914	2.32E-05
918	2.26E-05
922	2.20E-05
926	2.18E-05
930	2.17E-05
934	2.16E-05
938	2.13E-05
942	2.11E-05
946	2.09E-05
950	2.07E-05
954	2.07E-05
958	2.07E-05
962	2.06E-05
966	2.06E-05
970	2.08E-05
974	2.10E-05
978	2.12E-05
982	2.14E-05
986	2.16E-05
990	2.19E-05
994	2.22E-05
998	2.25E-05
1002	2.30E-05
1006	2.36E-05
1010	2.41E-05
1014	2.47E-05
1018	2.56E-05
1022	2.64E-05
1026	2.74E-05
1030	2.82E-05
1034	2.89E-05
1038	2.96E-05
1042	3.07E-05
1046	3.24E-05
1050	3.44E-05
1054	3.57E-05
1058	3.66E-05
1062	3.79E-05
1066	3.93E-05
1070	4.03E-05
1074	4.21E-05
1078	4.40E-05
1082	4.66E-05
1086	5.10E-05
1090	6.09E-05
1094	9.54E-05
